categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
industria manufacturera,E,fabricacion de muebles; industrias manufactureras ncp,industrias manufactureras ncp,fabricacion de instrumentos de musica,36920,fabricacion de instrumentos de musica,"La fabricación de instrumentos de música de cuerda, instrumentos de teclado, instrumentos de viento, instrumentos de percusión, silbatos, cuernos de llamadas y otros instrumentos sonoros de boca para llamado o señalización y la fabricación de partes, piez"
industria manufacturera,E,fabricacion de muebles; industrias manufactureras ncp,industrias manufactureras ncp,fabricacion de articulos de deporte,36930,fabricacion de articulos de deporte,"La fabricación de artículos y equipo de deporte, equipos de pesca y  camping, etc., la fabricación de bolas y balones duros, blandos e  inflables, raquetas bates, palos de golf , artículos para pesca deportiva artículos para caza, guantes y cubrecabezas p"
industria manufacturera,E,fabricacion de muebles; industrias manufactureras ncp,industrias manufactureras ncp,fabricacion de juegos y juguetes,36940,fabricacion de juegos y juguetes,"Fabricación de todo tipo de juguetes, de cualquier material, tales como madera, cerámica, plástico, caucho, etc., y la ropa y accesorios para  muñecos, juguetes de montar con rueda, instrumentos musicales de  juguete artículos para juegos de feria, fabric"
industria manufacturera,E,fabricacion de muebles; industrias manufactureras ncp,industrias manufactureras ncp,otras industrias manufactureras ncp,36990,otras industrias manufactureras ncp,"Fabricación de lápices, lapiceras, bolígrafos, sellos; cochecitos, cunas portátiles para bebés; sombrillas bastones, látigos, botones, broches de presión, sierres de cremallera; encendedores de cigarrillos, escobas, cepillos almohadillas y rodillos para p"
industria manufacturera,E,reciclamiento,reciclamiento de desperdicios y desechos metalicos,reciclamiento de desperdicios y desechos metalicos,37100,reciclamiento de desperdicios y  desechos metalicos,"El tratamiento de desechos y desperdicios metálicos y de artículos de metal, usados o no, para su conversión en materias primas secundarias. El producto característico de esta actividad está constituido por  desperdicios y desechos metálicos; no obstante,"
industria manufacturera,E,reciclamiento,reciclamiento de desperdicios y desechos no metalicos,reciclamiento de desperdicios y desechos no metalicos,37200,reciclamiento de desperdicios y  desechos no metalicos,"Las mismas actividades que las de la clase 3710.  El proceso de  reciclamiento no debe formar parte del procesamiento del producto para obtener nuevas materias primas ni llevarse a cabo en la unidad  dedicada a tal procesamiento; de ser así, todo el proce"
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente","produccion, transporte y distribucion de energia electrica","produccion, transporte y distribucion de energia electrica",40101,produccion de energia hidraulica,La producción o el suministro de energía hidráulica.
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente","produccion, transporte y distribucion de energia electrica","produccion, transporte y distribucion de energia electrica",40102,produccion de energia termica convencional,"La producción de energía eléctrica mediante, turbo vapor y turbo diesel, servicio de suministro de energía térmica."
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente","produccion, transporte y distribucion de energia electrica","produccion, transporte y distribucion de energia electrica",40103,transporte de energia electrica,El servicio de transmisión de energía eléctrica mediante líneas y  subestaciones de transmisión.
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente","produccion, transporte y distribucion de energia electrica","produccion, transporte y distribucion de energia electrica",40104,distribucion de energia electrica,"El suministro de energía eléctrica mediante subestaciones de reducción, líneas de transmisión, redes distribución primaria y secundaria."
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente","produccion, transporte y distribucion de energia electrica","produccion, transporte y distribucion de energia electrica",40109,produccion de energia electrica ncp,"La producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica."
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente",produccion de gas; distribucion de combustibles gaseosos por conductos urbanos,produccion de gas; distribucion de combustibles gaseosos por conductos urbanos,40201,produccion de gas,"La fabricación de gas combustible gaseoso, producción de gas mediante la destilación del carbón o mediante mezclas de gas natural, gas de  hulla, gas de agua, gas pobre y gases análogos distintos de los gases de  petróleo. Esta subclase no incluye El tran"
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente",produccion de gas; distribucion de combustibles gaseosos por conductos urbanos,produccion de gas; distribucion de combustibles gaseosos por conductos urbanos,40202,distribucion de combustibles gaseosos,"La distribución de combustible gaseoso por conducciones, gas  manufacturado y servicios de distribución de combustible gaseoso por conducto urbano. Esta subclase no incluye La explotación de coquerías (Véase 2310).  La fabricación de refinos del petróleo "
produccion y distribucion de energia electrica gas y agua,F,"produccion y distribucion de energia electrica, gas, vapor y agua caliente",suministro de vapor y agua caliente,suministro de vapor y agua caliente,40300,suministro de vapor y agua caliente,"La producción , captación y distribución de vapor y agua caliente para proporcionar calefacción, energía u otros suministros,  También la producción y distribución de agua fría o hielo con fines de refrigeración."
produccion y distribucion de energia electrica gas y agua,F,"captacion, depuracion y distribucion de agua","captacion, depuracion y distribucion de agua","captacion, depuracion y distribucion de agua",41001,captacion depuracion y distribucion de agua de fuentes subterraneas,"Agua natural, agua potable, agua no potable y servicios de distribución  agua de fuentes subterráneas."
produccion y distribucion de energia electrica gas y agua,F,"captacion, depuracion y distribucion de agua","captacion, depuracion y distribucion de agua","captacion, depuracion y distribucion de agua",41002,captacion depuracion y distribucion de agua de fuentes superficiales,"Agua natural, agua potable, agua no potable y servicios de  distribución, de agua de fuentes superficiales. Estas subclases no incluyen: La utilización de sistemas de riego para explotaciones agrarias (Véase 0141). El tratamiento de aguas residuales (Véas"
construccion,G,construccion,preparacion de terreno para obras,preparacion de terreno para obras,45101,demolicion y derribo de edificios y otras estructuras,La demolición y el derribo de edificios y otras estructuras.  La limpieza de escombros.  La excavación de zanjas y la venta de  materiales procedentes de estructura demolidas.
construccion,G,construccion,preparacion de terreno para obras,preparacion de terreno para obras,45102,perforacion excavacion pruebas sondeo y muestreo de terreno con fines de construccion,"Las perforaciones, terraplenamiento, nivelación, movimiento de tierra excavación, pruebas, sondeo y muestreos con fines de construcción o  para estudios geofísicos o geológicos u otros similares, las  perforaciones horizontales para el paso de cables o ca"
construccion,G,construccion,preparacion de terreno para obras,preparacion de terreno para obras,45109,movimiento de suelos y preparacion de terreno relleno y desmonte para obras ncp,"Drenaje, remoción de rocas, excavación de zanjas para servicios públicos para alcantarillado urbano y para construcciones diversas, movimiento de tierras para hacer terraplenes o desmontes previos a la construcción de  vías, carreteras, autopistas, ferroc"
construccion,G,construccion,"construccion de edificios, sus partes y obras de ingenieria civil","construccion de edificios, sus partes y obras de ingenieria civil",45201,construccion reforma y reparacion de edificios,"La construcción reforma y reparación de una y dos viviendas construcción de inmuebles de varias viviendas, almacenes y edificios industriales, agrarios, comerciales y de servicios, incluidos los aparcamientos subterráneos o no subterráneos. Esta subclase "
construccion,G,construccion,"construccion de edificios, sus partes y obras de ingenieria civil","construccion de edificios, sus partes y obras de ingenieria civil",45202,construccion reforma y reparacion de obras de infraestructura de transporte,"Construcción reforma y reparación de obras de infraestructura de transporte ncp, excepto los edificios para tráfico y comunicaciones,  estaciones, terminales y edificios asociados. La cimentación, pavimentación para carreteras y calles, autopistas puentes"
